vault_address,vault_name,vault_total_usd,chain_id,market_unique_key,collateral_symbol,loan_symbol,lltv,supply_assets,supply_assets_usd,supply_cap,is_toxic_market
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x278290bf72ec20495f3f57910bebac7f2f6a6aeff9e9d550f225b4ba26454fe0,PT-USR-29MAY2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xe83d72fa5b00dcd46d9e0e860d95aa540d5ec106da5833108a9f826f21f36f52,AA_FalconXUSDC,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x8411eeb07c8e32de0b3784b6b967346a45593bfd8baeb291cc209dc195c7b3ad,PT-USD0++-27MAR2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,syrupUSDC,USDC,9.15e+17,None,11095589.21345482,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x534e7046c3aebaa0c6c363cdbeb9392fc87af71cc16862479403a198fe04b206,PT-USDe-27NOV2025,USDC,9.15e+17,None,9.998022906497467e-07,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x4ef32e4877329436968f4a29b0c8285531d113dad29b727d88beafe5ed45be6a,PT-sdeUSD-1753142406,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x6920dba94e92cec814cb2be2d5817e6d959ca750c71bd6973402c8a2372ea21b,PT-USR-4DEC2025,USDC,9.15e+17,None,74206.908392111,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xb8afc953c3cc8077b4a4bf459bede8d3f80be45ca1f244e4bca13b7b1030eed5,PT-syrupUSDC-30OCT2025,USDC,9.15e+17,None,924623.0097587872,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x3a85e619751152991742810df6ec69ce473daef99e28a64ab2340d7b7ccfee49,WBTC,USDC,8.6e+17,None,2.699466184754316e-05,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xe4cfbee9af4ad713b41bf79f009ca02b17c001a0c0e7bd2e6a89b1111b3d3f08,tBTC,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xbf02d6c6852fa0b8247d5514d0c91e6c1fbde9a168ac3fd2033028b5ee5ce6d0,LBTC,USDC,8.6e+17,None,0.0010677888464139295,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x46981f15ab56d2fdff819d9c2b9c33ed9ce8086e0cce70939175ac7e55377c7f,sDAI,USDC,9.65e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x7a7018e22a8bb2d08112eae9391e09f065a8ae7ae502c1c23dc96c21411a6efd,EIGEN,USDC,7.7e+17,None,74.55194146935581,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xe95187ba4e7668ab4434bbb17d1dfd7b87e878242eee3e73dac9fdb79a4d0d99,EIGEN,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xbe4c211adca4400078db69af91ea0df98401adb5959510ae99edd06fee5146f7,mTBILL,USDC,9.8e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x8b1bc4d682b04a16309a8adf77b35de0c42063a7944016cfc37a79ccac0007b6,slvlUSD,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x21e55c99123958ff5667f824948c97d0f64dfaa6e2848062e72bc68d200d35f9,PT-eUSDE-29MAY2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x718af3af39b183758849486340b69466e3e89b84b7884188323416621ee91cb7,UNI,USDC,6.25e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,PT-sUSDE-31JUL2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x54efdee08e272e929034a8f26f7ca34b1ebe364b275391169b28c6d7db24dbc8,?,USDC,0.0,None,2583.7656243604474,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xeb17955ea422baeddbfb0b8d8c9086c5be7a9cfdefb292119a102e981a30062e,stcUSD,USDC,9.15e+17,None,143.60786176836257,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x3bb29b62affbedc60b8446b235aaa349d5e3bad96c09bca1d7a2d693c06669aa,sDAI,USDC,9.45e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,PT-slvlUSD-25SEP2025,USDC,9.15e+17,None,270262.85351844295,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x7e9c708876fa3816c46aeb08937b51aa0461c2af3865ecb306433db8a80b1d1b,pufETH,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x8d177cc2597296e8ff4816be51fe2482add89de82bdfaba3118c7948a6b2bc02,PT-sUSDE-29MAY2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x444327b909aa41043cc4f20209eefb2fbb37f1c38ff9ca312374a4ecc3f0a871,SolvBTC,USDC,8.6e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xdb8938f97571aeab0deb0c34cf7e6278cff969538f49eebe6f4fc75a9a111293,ETH+,USDC,8.6e+17,None,8570560.607900122,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x97bb820669a19ba5fa6de964a466292edd67957849f9631eb8b830c382f58b7f,MKR,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xb323495f7e4148be5643a4ea4a8221eef163e4bccfdedc2a6f4696baacbc86cc,wstETH,USDC,8.6e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x457b54a03c6bba984470d5687ec6df7967c0168bdc0052315713bfd287cd576c,PT-cUSDO-19JUN2025,USDC,9.15e+17,None,2098.7398044630727,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x85c7f4374f3a403b36d54cc284983b2b02bbd8581ee0f3c36494447b87d9fcab,sUSDe,USDC,9.15e+17,None,47271.25354102592,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xbd33e0ae076c82cfd0fa8d759ea83a296190f9f98d9f79b74a0eb4a294d8bf42,weETH,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xa3819a7d2aee958ca0e7404137d012b51ea47d051db69d94656956eff8c80c23,PT-syrupUSDC-28AUG2025,USDC,8.6e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x8e7cc042d739a365c43d0a52d5f24160fa7ae9b7e7c9a479bd02a56041d4cf77,USR,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17,None,5014035.4469603095,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x7a5d67805cb78fad2596899e0c83719ba89df353b931582eb7d3041fd5a06dc8,PT-USDe-25SEP2025,USDC,9.15e+17,None,0.5741704586834991,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x346afa2b6d528222a2f9721ded6e7e2c40ac94877a598f5dae5013c651d2a462,PT-sUSDE-27MAR2025,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x27b9a0a5bfee98a31eb51e3850250d103a9f8e41673c782defc66aa943af0e65,PT-srUSDe-2APR2026,USDC,9.15e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x9c765f69d8a8e40d2174824bc5107d05d7f0d0f81181048c9403262aeb1ab457,LINK,USDC,7.7e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0x61765602144e91e5ac9f9e98b8584eae308f9951596fd7f5e0f59f21cd2bf664,weETH,USDC,8.6e+17,None,0.0,None,False
0x8eB67A509616cd6A7c1B3c8C21D48FF57df3d458,Gauntlet USDC Core,40369673.20740554,1,0xd925961ad5df1d12f677ff14cf20bac37ea5ef3b325d64d5a9f4c0cc013a1d47,stUSD,USDC,9.65e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xd9e34b1eed46d123ac1b69b224de1881dbc88798bc7b70f504920f62f58f28cc,wstUSR,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xa0c6499787a7d046f91f2687558c021e2baae5a378885280a448183a926ef5f7,upUSDC,USDC,9.15e+17,None,131265.2249476254,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x60154d71ec96b7aee2864326662cb731172f1ebd6ca0e64af9bc8659831ed0ff,yUSD,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xbed987dd46049adb1ff34de8ef761a9da3b08890fa7fff629ea9b66d049de823,sUSDf,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xb79a07659c64f0d471663f0629bab0997206bebb31ecbd4c750e1dd7fa7bc09a,Wrapped-LP-pUSDe-16OCT2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xcc611d3ca8ce8dcc63e4e8c3cd17c9acb2ca1768eeb143b71e2dc8e6a98c3f65,PT-RLP-4SEP2025,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x83b7ad16905809ea36482f4fbf6cfee9c9f316d128de9a5da1952607d5e4df5e,csUSDL,USDC,9.65e+17,None,47622.13855405954,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x645fba729787a172a49f1661c53a4de57d69c522ba9bb3f2d1fcef0923f9189a,PT-pUSDe-16OCT2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,sdeUSD,USDC,9.15e+17,None,0.0,None,True
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xe61a903174169e4897669e9bc4419eb7582b36d1a3d3df633dccab88da6e2ccd,PT-lvlUSD-25SEP2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x8a71a66ac828c2b6d4f8accce5859aba0822b502f3833bec4aff09479affffdb,PT-cUSDO-20NOV2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x95c28d447950ca6c8bbfd25fc05b80b1fd7a1cdd17a3610b4b3f1ffc8dc2e2ed,mHYPER,USDC,8.6e+17,None,1499772.3319975385,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,srUSD,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xeec6c7e2ddb7578f2a7d86fc11cf9da005df34452ad9b9189c51266216f5d71b,PT-wstUSR-25SEP2025,USDC,9.15e+17,None,5550.897733593892,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,syrupUSDC,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17,None,218631.71274234678,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xb8afc953c3cc8077b4a4bf459bede8d3f80be45ca1f244e4bca13b7b1030eed5,PT-syrupUSDC-30OCT2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xbf02d6c6852fa0b8247d5514d0c91e6c1fbde9a168ac3fd2033028b5ee5ce6d0,LBTC,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x7a7018e22a8bb2d08112eae9391e09f065a8ae7ae502c1c23dc96c21411a6efd,EIGEN,USDC,7.7e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x8b1bc4d682b04a16309a8adf77b35de0c42063a7944016cfc37a79ccac0007b6,slvlUSD,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x43e925e52d7873fa8acac90dd5f246087d55b3a34c344b71884a6352491ff459,fxSAVE,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x5d4eacdc8dd5a5b0315a344936d2c9fb01c291c2547d901660eed558e7347316,PT-pUSDe-16OCT2025,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x5f5bfaa51137098abc90b249c93b6051987877ada76135bb3dd7502b10d184a3,lvlUSD,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,PT-slvlUSD-25SEP2025,USDC,9.15e+17,None,25860.010622060854,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x1eda1b67414336cab3914316cb58339ddaef9e43f939af1fed162a989c98bc20,USD0++,USDC,9.65e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x85c7f4374f3a403b36d54cc284983b2b02bbd8581ee0f3c36494447b87d9fcab,sUSDe,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x7a5d67805cb78fad2596899e0c83719ba89df353b931582eb7d3041fd5a06dc8,PT-USDe-25SEP2025,USDC,9.15e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0x61765602144e91e5ac9f9e98b8584eae308f9951596fd7f5e0f59f21cd2bf664,weETH,USDC,8.6e+17,None,0.0,None,False
0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1928702.316597225,1,0xe0800b3f305b167e65738adc54e03d48c7bf4fb03af2734b4a72034852ba4a7a,sUSDEsUSDS,USDC,9.15e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xa0c6499787a7d046f91f2687558c021e2baae5a378885280a448183a926ef5f7,upUSDC,USDC,9.15e+17,None,47816.25226937379,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xbf6687cb042a09451e66ebc11d7716c49fb8ccc75f484f7fab0eed6624bd5838,mMEV,USDC,9.15e+17,None,143452.99531796263,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xbed987dd46049adb1ff34de8ef761a9da3b08890fa7fff629ea9b66d049de823,sUSDf,USDC,9.15e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xcf90e73ee616097c10278bfedc410a1addc3fd4c5c80b93ef248b91bbd4c062c,PT-RUSD-30OCT2025,USDC,9.15e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,sdeUSD,USDC,9.15e+17,None,382700.7983109238,None,True
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xe57ae1be21921a42b873c88c3e659174a8df631ddfabbae029e7e26869934f15,PT-AIDaUSDC-30OCT2025,USDC,8.6e+17,None,95623.53139017378,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x95c28d447950ca6c8bbfd25fc05b80b1fd7a1cdd17a3610b4b3f1ffc8dc2e2ed,mHYPER,USDC,8.6e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x78f475027e780e2cf62a9dc347c4f7aa61d20a1e16534ffe1c52fe3e69bbf469,Wrapped-LP-tUSDe-25SEP2025,USDC,9.15e+17,None,143459.99635451855,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x64d65c9a2d91c36d56fbc42d69e979335320169b3df63bf92789e2c8883fcc64,cbBTC,USDC,8.6e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,syrupUSDC,USDC,9.15e+17,None,0.0,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17,None,143452.50346822516,None,False
0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,956404.8145962387,1,0x802ec6e878dc9fe6905b8a0a18962dcca10440a87fa2242fbf4a0461c7b0c789,PT-cUSD-29JAN2026,USDC,9.15e+17,None,0.0,None,False
