id,timestamp,date,datetime,hash,block_number,caller,type,assets,shares,vault_address,vault_name,chain_id,chain,market_unique_key,collateral_symbol,loan_symbol,lltv
b116117b-2253-4eed-aef7-24406e4275c5,1762374011,2025-11-05,2025-11-05 20:20,0xe14a8344839451d1eb9073c5438eaf9d00e975ab86558603e39e383a3f5cef85,23735439,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,8401055506,8079121450038864,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,PT-slvlUSD-25SEP2025,USDC,9.15e+17
cfa90081-0dfd-4bf4-a1ff-b7ce2d1fa48f,1762374011,2025-11-05,2025-11-05 20:20,0xe14a8344839451d1eb9073c5438eaf9d00e975ab86558603e39e383a3f5cef85,23735439,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,3480588833,3192342820861493,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17
f4399650-c896-40ce-a3e5-dec5af391b23,1762354595,2025-11-05,2025-11-05 14:56,0x4080dcda9294ec09c9870a27ffca53578432b7c402abf35cc1942b4c4e8c9fd0,23733832,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,1477054455,1373572888884756,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17
621e7ba1-de4a-46fe-9c52-cf26796f5230,1762354595,2025-11-05,2025-11-05 14:56,0x4080dcda9294ec09c9870a27ffca53578432b7c402abf35cc1942b4c4e8c9fd0,23733832,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,1477054455,1438890726014932,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x7a5d67805cb78fad2596899e0c83719ba89df353b931582eb7d3041fd5a06dc8,PT-USDe-25SEP2025,USDC,9.15e+17
510a4b33-94f2-45ba-b32a-2250a84df218,1762342727,2025-11-05,2025-11-05 11:38,0x7265201ca0c1aa53f3484e3f37f494774a00a0454a939fadf03f20d414c3a0f9,23732855,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,8991614142,8651601467795562,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x4005ba6eb7d2221fe58102bd320aa6d83c47b212771bc950ab71c5074d9ab0ec,PT-slvlUSD-25SEP2025,USDC,9.15e+17
ab79c077-209f-4d62-8bf3-d0c4bf71651a,1762342727,2025-11-05,2025-11-05 11:38,0x7265201ca0c1aa53f3484e3f37f494774a00a0454a939fadf03f20d414c3a0f9,23732855,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,17573986037,16127955656417314,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17
9bb053ee-589b-4291-a9ae-9a0e83ee22e4,1762342727,2025-11-05,2025-11-05 11:38,0x7265201ca0c1aa53f3484e3f37f494774a00a0454a939fadf03f20d414c3a0f9,23732855,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,8582371895,8033865439586996,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x85c7f4374f3a403b36d54cc284983b2b02bbd8581ee0f3c36494447b87d9fcab,sUSDe,USDC,9.15e+17
da41a224-ec32-4a8a-97ca-df830ea93af3,1762301219,2025-11-05,2025-11-05 00:06,0x8137b648fa7d6ac26eef4a1e0f11385df6bfedfd8e07ccfd8226faac99a5a6ca,23729421,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,99911078080,91744378187253869,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17
72456aa5-4a3f-4b2f-9b9c-5dfd0fb904c1,1762301219,2025-11-05,2025-11-05 00:06,0x8137b648fa7d6ac26eef4a1e0f11385df6bfedfd8e07ccfd8226faac99a5a6ca,23729421,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,875189675168,827661470705199233,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,srUSD,USDC,9.15e+17
fb9a6b3d-ba76-4ef4-a6ba-1e76904ed093,1762301219,2025-11-05,2025-11-05 00:06,0x8137b648fa7d6ac26eef4a1e0f11385df6bfedfd8e07ccfd8226faac99a5a6ca,23729421,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,766758985077,713241876708097448,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17
c2e36595-0fa3-43be-ae2f-b38d25413a9c,1762301219,2025-11-05,2025-11-05 00:06,0x8137b648fa7d6ac26eef4a1e0f11385df6bfedfd8e07ccfd8226faac99a5a6ca,23729421,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,8519612011,7975481456576010,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x85c7f4374f3a403b36d54cc284983b2b02bbd8581ee0f3c36494447b87d9fcab,sUSDe,USDC,9.15e+17
709ecd5d-ce38-4c20-b83d-1b48df895140,1762299575,2025-11-04,2025-11-04 23:39,0x323696fe54ce05a20231306107337820147f5ea0fe49a43093c635054baa00e1,23729285,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,17830860965,16373828603268628,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17
6633107e-68fe-452a-b84f-15b923e41bc9,1762299575,2025-11-04,2025-11-04 23:39,0x323696fe54ce05a20231306107337820147f5ea0fe49a43093c635054baa00e1,23729285,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,469470503,443982161347076,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,srUSD,USDC,9.15e+17
e0360cc4-be1a-4735-ab49-991991d8fc5a,1762299575,2025-11-04,2025-11-04 23:39,0x323696fe54ce05a20231306107337820147f5ea0fe49a43093c635054baa00e1,23729285,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,3874377876,3521925558458388,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x1eda1b67414336cab3914316cb58339ddaef9e43f939af1fed162a989c98bc20,USD0++,USDC,9.65e+17
4f7882c9-4c17-4438-b25f-8527846e1aef,1762299575,2025-11-04,2025-11-04 23:39,0x323696fe54ce05a20231306107337820147f5ea0fe49a43093c635054baa00e1,23729285,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,13487012586,12545844770947741,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17
7c612e51-b366-4744-bc98-e46cea7a19de,1762281611,2025-11-04,2025-11-04 18:40,0x2eb467d99c9ab979e6f0f16741c3688c2746982c3e73eb1e41e41d9b55be50d8,23727800,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateWithdraw,187097168704,182043523350402350,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa0c6499787a7d046f91f2687558c021e2baae5a378885280a448183a926ef5f7,upUSDC,USDC,9.15e+17
4a3a6cc3-33f8-4afb-91ce-d9304142caee,1762281611,2025-11-04,2025-11-04 18:40,0x2eb467d99c9ab979e6f0f16741c3688c2746982c3e73eb1e41e41d9b55be50d8,23727800,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,22316494821,20288583050223253,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0x1eda1b67414336cab3914316cb58339ddaef9e43f939af1fed162a989c98bc20,USD0++,USDC,9.65e+17
8f3b675a-fa35-446a-97dd-2a4915a67140,1762281611,2025-11-04,2025-11-04 18:40,0x2eb467d99c9ab979e6f0f16741c3688c2746982c3e73eb1e41e41d9b55be50d8,23727800,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,73729539717,68595185347698447,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17
2b6575d9-d7ef-4bcf-bc29-7b119b13d3f1,1762281611,2025-11-04,2025-11-04 18:40,0x2eb467d99c9ab979e6f0f16741c3688c2746982c3e73eb1e41e41d9b55be50d8,23727800,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,91051134166,83634748001101771,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xa59b6c3c6d1df322195bfb48ddcdcca1a4c0890540e8ee75815765096c1e8971,USD0USD0++,USDC,9.65e+17
4df0353c-51ca-400c-962d-474de9cb7f11,1762271675,2025-11-04,2025-11-04 15:54,0x89134e199f3bef03769fc5a495077c89c15a2cbcaa4484e4f245fcac25b23f2c,23726977,0x1467b99d8FEC651CB85a4498BFf47094cBA95250,ReallocateWithdraw,688285618853,657747756498254369,0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,1,ethereum,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,syrupUSDC,USDC,9.15e+17
243346c9-cb0f-42c2-a320-f2a4b3e451dd,1762271675,2025-11-04,2025-11-04 15:54,0x89134e199f3bef03769fc5a495077c89c15a2cbcaa4484e4f245fcac25b23f2c,23726977,0x1467b99d8FEC651CB85a4498BFf47094cBA95250,ReallocateSupply,688285618853,649701036153805079,0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,1,ethereum,0x64d65c9a2d91c36d56fbc42d69e979335320169b3df63bf92789e2c8883fcc64,cbBTC,USDC,8.6e+17
1605193a-f015-4eb0-9bd9-9fde413459e0,1762263815,2025-11-04,2025-11-04 13:43,0xdca0156d290e3bf983500eb72d8a361d410937472df703dfb941eeb662feb15e,23726329,0x1467b99d8FEC651CB85a4498BFf47094cBA95250,ReallocateWithdraw,31099872973,29721855954686155,0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,1,ethereum,0x729badf297ee9f2f6b3f717b96fd355fc6ec00422284ce1968e76647b258cf44,syrupUSDC,USDC,9.15e+17
9ed03e7b-ad60-49fd-8d87-18d47c6a1aff,1762263815,2025-11-04,2025-11-04 13:43,0xdca0156d290e3bf983500eb72d8a361d410937472df703dfb941eeb662feb15e,23726329,0x1467b99d8FEC651CB85a4498BFf47094cBA95250,ReallocateSupply,31099872973,29356704573361629,0x94643e86aa5E38DDAc6c7791C1297f4E40cD96c1,1337 USDC,1,ethereum,0x64d65c9a2d91c36d56fbc42d69e979335320169b3df63bf92789e2c8883fcc64,cbBTC,USDC,8.6e+17
cc20f35d-3bd8-4c6b-94c9-4b653e5db472,1762262963,2025-11-04,2025-11-04 13:29,0xc41a3d9424ffdf44bb65522cfdf7e194ffb9e8bedf30ee697c43fc41e2644224,23726260,0x22C512699FC71ADC08596c6AB1c2a56bced36fF6,ReallocateSupply,282692840596,263049554119800775,0x55555815a5595991C3A0Ff119B59AEF6C8B55555,Adpend USDC,1,ethereum,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,8.6e+17
