market_unique_key,chain,collateral_symbol,loan_symbol,lltv_pct,oracle_mechanism,is_vault_based,collateral_spot_price,price_gap_pct,oracle_ltv_pct,true_ltv_pct,ltv_gap_pct,borrow_usd,collateral_usd_oracle,collateral_usd_true,supply_usd,bad_debt_usd,realized_bad_debt_usd,liquidation_status
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,Arbitrum,xUSD,USDC,91.5,FEED_ONLY,False,0.0,0,9999,9999,,3.6,0.0,0.0,3.61,2.5922418256928847,0.0,LIQUIDATABLE_ORACLE
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,Arbitrum,xUSD,USDC,91.5,FEED_ONLY,False,0.0,0,9999,9999,,4757914.66,0.0,0.0,4757914.66,3946130.7806207086,0.0,LIQUIDATABLE_ORACLE
0x0f9563442d64ab3bd3bcb27058db0b0d4046a4c46f0acd811dacae9551d2b129,ethereum,sdeUSD,USDC,91.5,VAULT_PLUS_FEED,True,0.0,0,9999,9999,,53019366.63,0.0,0.0,53019366.63,0.0,0.0,LIQUIDATABLE_ORACLE
0x1c6f0822b996c86b2cace788cc265beb4f84585456aba8f424c710e67116b93d,ethereum,deUSD,USDC,91.5,FEED_ONLY,False,0.0,0,9999,9999,,0.94,0.0,0.0,1.04,0.0,0.0,LIQUIDATABLE_ORACLE
0x39fe55e5102beac5fb3caff54142f26250b97dcdb5bea6122818c7760f38b331,ethereum,xUSD,USDC,77.0,FEED_ONLY,False,0.0,0,9999,9999,,0.1,0.0,0.0,0.11,0.0,0.0,LIQUIDATABLE_ORACLE
0x7182fd5e9c6a77156d6ac024d1e462b9ca3a85463961957a5e3d367c9ce44b84,ethereum,deUSD,USDC,86.0,FEED_ONLY,False,0.0,0,9999,9999,,7.77,0.0,0.0,10.07,0.0,0.0,LIQUIDATABLE_ORACLE
0xbd1ad3b968f5f0552dbd8cf1989a62881407c5cccf9e49fb3657c8731caf0c1f,ethereum,deUSD,USDC,86.0,UNKNOWN,False,0.0,0,9999,9999,,8361.14,0.0,0.0,8361.14,4042.646992731493,0.0,LIQUIDATABLE_ORACLE
