market_unique_key,chain_id,collateral_symbol,loan_symbol,collateral_price_ratio,collateral_assets,collateral_usd
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.5,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.55,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.6,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.65,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.7,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.75,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.8,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.85,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.9,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,0.95,65845253180000,0.0
0x82e7ab8ccabaac59b5f397507ed031ebf19a9a5b2657c00c93bc2423cd0a890d,98866,xUSD,USDC,1.0,65845253180000,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.05,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.1,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.15,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.2,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.25,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.3,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.35,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.4,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.45,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.5,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.55,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.6,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.65,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.7,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.75,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.8,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.85,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.9,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,0.95,125161675716323786664,0.0
0x8d009383866dffaac5fe25af684e93f8dd5a98fed1991c298624ecc3a860f39f,98866,sdeUSD,pUSD,1.0,125161675716323786664,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.05,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.1,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.15,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.2,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.25,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.3,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.35,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.4,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.45,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.5,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.55,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.6,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.65,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.7,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.75,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.8,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.85,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.9,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,0.95,0,0.0
0xf62889596262da8f0745617b3c45f2b300f44774c17877cbb6f025ee99ca782c,98866,deUSD,USDC,1.0,0,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.05,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.1,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.15,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.2,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.25,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.3,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.35,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.4,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.45,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.5,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.55,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.6,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.65,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.7,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.75,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.8,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.85,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.9,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.95,801180,0.0
0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,1.0,801180,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.05,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.1,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.15,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.2,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.25,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.3,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.35,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.4,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.45,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.5,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.55,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.6,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.65,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.7,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.75,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.8,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.85,644314812208,0.0
0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.9,644314812208,0.0
