vault_address,vault_name,chain_id,pa_fee,market_unique_key,collateral_symbol,loan_symbol,max_in,max_out,is_toxic_market
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xbc552f0b14dd6f8e60b760a534ac1d8613d3539153b4d9675d697e048f2edc7e,PT-sUSDE-31JUL2025,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xbfed072faee09b963949defcdb91094465c34c6c62d798b906274ef3563c9cac,srUSD,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xca432a8b0f33541cfe164d388823d05b607db43b690d4856f343eec3b42402c0,PT-mHYPER-30APR2026,USDC,2994375920321,5624079679,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xd2db5df9946c2090bbe2c52d8b8b80a95bffca8bd19a6151b1ae7687f888f6ab,PT-AIDaUSDT-30OCT2025,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xd9e34b1eed46d123ac1b69b224de1881dbc88798bc7b70f504920f62f58f28cc,wstUSR,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xe0800b3f305b167e65738adc54e03d48c7bf4fb03af2734b4a72034852ba4a7a,sUSDEsUSDS,USDC,2000000000000,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xe1b65304edd8ceaea9b629df4c3c926a37d1216e27900505c04f14b2ed279f33,RLP,USDC,1499866741065,500133258935,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xe57ae1be21921a42b873c88c3e659174a8df631ddfabbae029e7e26869934f15,PT-AIDaUSDC-30OCT2025,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xe61a903174169e4897669e9bc4419eb7582b36d1a3d3df633dccab88da6e2ccd,PT-lvlUSD-25SEP2025,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xeb17955ea422baeddbfb0b8d8c9086c5be7a9cfdefb292119a102e981a30062e,stcUSD,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xeb3e4a68c675d88f5a4378eab966e717bdee6a0f38c5ca6da2560ac5d1534f60,PT-slvlUSD-29MAY2025,USDC,0,0,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xfa5b0b24e68c993c1df02bcd6c1c774a9d3e4b311967d94ad1f2d0fee8f82a86,PT-mHYPER-29JAN2026,USDC,243687764640,2756312235360,False
0x777791C4d6DC2CE140D00D2828a7C93503c67777,Hyperithm USDC Degen,1,0,0xfd5ce0f2493b332c4750efbdd8f0cd007781d875f00eaeb8e3d68070e8f1cc40,thBILL,USDC,0,0,False
