timestamp,date,datetime,supply_assets,supply_usd,borrow_assets,borrow_usd,collateral_assets,collateral_usd,liquidity_assets,liquidity_usd,utilization
1758672000,2025-09-24,2025-09-24 00:00,3164123447,3162.883110608776,128920983,128.87044597466402,271379200197025333516,271.37920019702534,3035202464,3034.0126646341123,0.040744612262910866
1758675600,2025-09-24,2025-09-24 01:00,3164123451,3163.183706335053,128920987,128.882697466861,271379200197025333516,271.37920019702534,3035202464,3034.301008868192,0.0407446134755758
1758679200,2025-09-24,2025-09-24 02:00,3164123455,3163.08562250676,128920991,128.87870491495198,271379200197025333516,271.37920019702534,3035202464,3034.206917591808,0.04074461468824073
1758682800,2025-09-24,2025-09-24 03:00,3164123460,3163.14890997432,128920996,128.881288333232,271379200197025333516,271.37920019702534,3035202464,3034.267621641088,0.04074461620407188
1758686400,2025-09-24,2025-09-24 04:00,3164123464,3163.1805552077276,128921000,128.882581542,271379200197025333516,271.6505793972223,3035202464,3034.297973665728,0.04074461741673681
1758690000,2025-09-24,2025-09-24 05:00,3164123468,3163.183723330004,128921004,128.88271446181201,271379200197025333516,271.6505793972223,3035202464,3034.301008868192,0.04074461862940173
1758693600,2025-09-24,2025-09-24 06:00,3164123472,3163.183727328816,128921008,128.882718460624,271379200197025333516,271.37920019702534,3035202464,3034.301008868192,0.04074461984206664
1758697200,2025-09-24,2025-09-24 07:00,3164123476,3163.19005957458,128921012,128.88298030145998,271379200197025333516,271.37920019702534,3035202464,3034.30707927312,0.040744621054731554
1758700800,2025-09-24,2025-09-24 08:00,3164123480,3163.18057120296,128921016,128.88259753723202,271379200197025333516,271.0915382448165,3035202464,3034.297973665728,0.04074462226739647
1758704400,2025-09-24,2025-09-24 09:00,3164123485,3163.18057620147,128921021,128.882602535742,271379200197025333516,271.37920019702534,3035202464,3034.297973665728,0.0407446237832276
1758708000,2025-09-24,2025-09-24 10:00,3164123489,3163.177416076789,128921025,128.88247761352497,271379200197025333516,271.1474423600571,3035202464,3034.294938463264,0.0407446249958925
1758711600,2025-09-24,2025-09-24 11:00,3164123493,3163.193240693058,128921029,128.883126217474,271379200197025333516,271.2725481713479,3035202464,3034.3101144755838,0.040744626208557407
1758715200,2025-09-24,2025-09-24 12:00,3164123497,3163.186916444888,128921033,128.882872374232,271379200197025333516,271.2405254257246,3035202464,3034.304044070656,0.0407446274212223
1758718800,2025-09-24,2025-09-24 13:00,3164123501,3163.193248690706,128921037,128.883134215122,271379200197025333516,271.0795975600078,3035202464,3034.3101144755838,0.0407446286338872
1758722400,2025-09-24,2025-09-24 14:00,3164123506,3163.19008956573,128921042,128.88301029260998,271379200197025333516,271.11650513123465,3035202464,3034.30707927312,0.04074463014971831
1758726000,2025-09-24,2025-09-24 15:00,3164123510,3163.19325768806,128921046,128.883143212476,271379200197025333516,271.2565367985363,3035202464,3034.3101144755838,0.040744631362383196
1758729600,2025-09-24,2025-09-24 16:00,3164123514,3163.1742769458,128921050,128.882373685,271379200197025333516,271.37920019702534,3035202464,3034.2919032608,0.04074463257504808
1758733200,2025-09-24,2025-09-24 17:00,3164123518,3163.088849609614,128921054,128.878896815342,271379200197025333516,271.36997330421866,3035202464,3034.209952794272,0.04074463378771296
1758736800,2025-09-24,2025-09-24 18:00,3164123522,3163.1901055610097,128921058,128.88302628788998,271379200197025333516,271.2663064497434,3035202464,3034.30707927312,0.04074463500037784
1758740400,2025-09-24,2025-09-24 19:00,3164123526,3163.1837813127777,128921062,128.882772444586,271379200197025333516,271.1729520048756,3035202464,3034.301008868192,0.040744636213042716
1758744000,2025-09-24,2025-09-24 20:00,3164123531,3163.190114558355,128921067,128.883035285235,271379200197025333516,271.12328961123956,3035202464,3034.30707927312,0.0407446377288738
