timestamp,date,datetime,supply_assets,supply_usd,borrow_assets,borrow_usd,collateral_assets,collateral_usd,liquidity_assets,liquidity_usd,utilization
1758672000,2025-09-24,2025-09-24 00:00,8081788223300,8078612.080528243,7690154994529,7687132.76361615,8316841644467,,391633228771,391479.316912093,0.9515412656270908
1758675600,2025-09-24,2025-09-24 01:00,8212706095336,8209453.863722248,7690272686358,7687227.338374203,8316841644467,,522433408978,522226.52534804476,0.9363871782438811
1758679200,2025-09-24,2025-09-24 02:00,8190124877777,8187495.847691233,7690385499760,7687916.886014577,8316841644467,,499739378017,499578.9616766565,0.9389826912929023
1758682800,2025-09-24,2025-09-24 03:00,8131728688020,8129337.959785722,7690500216452,7688239.209388363,8316841644467,,441228471568,441098.75039735896,0.9457398926481603
1758686400,2025-09-24,2025-09-24 04:00,7989866464253,7987485.484046652,7690647731718,7688355.918693948,8316841644467,,299218732535,299129.5653527046,0.9625502210989737
1758690000,2025-09-24,2025-09-24 05:00,8008949749860,8006563.082834542,7690796281793,7688504.424501026,8316841644467,,318153468067,318058.658333516,0.9602752573054212
1758693600,2025-09-24,2025-09-24 06:00,8030812493429,8028427.342118451,7690948712838,7688664.501070287,8316841644467,,339863780591,339762.84104816447,0.9576800254184636
1758697200,2025-09-24,2025-09-24 07:00,8288549909591,8286079.921717942,7793549937421,7791227.459539648,8316841644467,,494999972170,494852.4621782933,0.9402790623728746
1758700800,2025-09-24,2025-09-24 08:00,8352434474588,8349945.449114573,7793670354958,7791347.841192222,8316841644467,,558764119630,558597.6079223502,0.9331016458339157
1758704400,2025-09-24,2025-09-24 09:00,8271805877132,8268985.191327898,7793781206034,7791123.526642743,8316841644467,,478024671098,477861.6646851556,0.9422103615342892
1758708000,2025-09-24,2025-09-24 10:00,8368896633247,8366394.333153659,7793896645750,7791566.270652921,8316841644467,,574999987497,574828.0625007384,0.9312932143034596
1758711600,2025-09-24,2025-09-24 11:00,8179017053680,8176457.021342198,7794017078335,7791577.550989482,8316841644467,,384999975345,384879.470352717,0.9529283319965965
1758715200,2025-09-24,2025-09-24 12:00,8179157859990,8176720.470947723,7794157884645,7791835.2255953755,8316841644467,,384999975345,384885.24535234715,0.9529291423474897
1758718800,2025-09-24,2025-09-24 13:00,8179299095100,8176869.843268755,7794299119755,7791984.212916433,8316841644467,,384999975345,384885.63035232254,0.9529299551381312
1758722400,2025-09-24,2025-09-24 14:00,8346718958553,8344256.676460227,7794425944279,7792126.588625438,8316841644467,,552293014274,552130.0878347891,0.9338311237006419
1758726000,2025-09-24,2025-09-24 15:00,8329541400075,8327067.5262791775,7794541430398,7792226.451593172,8316841644467,,534999969677,534841.074686006,0.9357707772876688
1758729600,2025-09-24,2025-09-24 16:00,8822226232855,8819579.564985143,7944667030544,7942283.630434837,8316841644467,,877559202311,877295.9345503066,0.900528599114488
1758733200,2025-09-24,2025-09-24 17:00,8822283228397,8819654.187994938,7944724026086,7942356.498326226,8316841644467,,877559202311,877297.6896687113,0.9005292417402415
1758736800,2025-09-24,2025-09-24 18:00,8294827483832,8292355.625241818,7944827500449,7942459.941853866,8316841644467,,349999983383,349895.68338795187,0.9578050316217898
1758740400,2025-09-24,2025-09-24 19:00,8424970962140,8422468.745764244,7999970996829,7997595.0054429425,8316841644467,,424999965311,424873.74032130267,0.9495547263936152
1758744000,2025-09-24,2025-09-24 20:00,8480118248791,8477523.332606869,8000118265336,7997670.229146807,8316841644467,,479999983455,479853.10346006276,0.9433970176626448
1758747600,2025-09-24,2025-09-24 21:00,8560260497416,8557598.256401304,8100260530122,8097741.349097133,8316841644467,,459999967294,459856.9073041716,0.9462633213752251
