user_address,market_unique_key,chain_id,collateral_symbol,loan_symbol,health_factor,lltv_raw,oracle_price_raw,collateral_raw,collateral_usd,borrow_assets_raw,borrow_assets_usd,supply_assets_raw,supply_assets_usd,position_type
0x000000000000000000000000000000000000dEaD,0x46b46943e982bf04f7b07ff37c95b539e35ccd8cf93c331cd9659398aa8f7bee,1,sdeUSD,USDC,0.0,915000000000000000,0.0,0,0.0,0,0.0,1000,0.0009998982587226762,supplier
0x06590Fef209Ebc1f8eEF83dA05984cD4eFf0d0E3,0x46b46943e982bf04f7b07ff37c95b539e35ccd8cf93c331cd9659398aa8f7bee,1,sdeUSD,USDC,0.0,915000000000000000,0.0,0,0.0,0,0.0,1000,0.0009998982587226762,supplier
0x000000000000000000000000000000000000dEaD,0x7182fd5e9c6a77156d6ac024d1e462b9ca3a85463961957a5e3d367c9ce44b84,1,deUSD,USDC,0.0,860000000000000000,0.0,0,0.0,0,0.0,1007,0.0010068975465337348,supplier
0x000000000000000000000000000000000000dEaD,0xbd1ad3b968f5f0552dbd8cf1989a62881407c5cccf9e49fb3657c8731caf0c1f,1,deUSD,USDC,0.0,860000000000000000,1e+24,0,0.0,0,0.0,2649,0.0026487304873563694,supplier
0x1265a81d42d513Df40d0031f8f2e1346954d665a,0xbd1ad3b968f5f0552dbd8cf1989a62881407c5cccf9e49fb3657c8731caf0c1f,1,deUSD,USDC,0.0,860000000000000000,1e+24,0,0.0,0,0.0,8335489460,8334.64139665522,supplier
0x38248d715336d4CAd20d3e12E8dc34DA596f9d6c,0xbd1ad3b968f5f0552dbd8cf1989a62881407c5cccf9e49fb3657c8731caf0c1f,1,deUSD,USDC,0.0,860000000000000000,1e+24,0,0.0,0,0.0,1,9.998982587226762e-07,supplier
0x000000000000000000000000000000000000dEaD,0xc05394d0261ed1c3c1af310007fdc4e64b3bcf650822b70526763fefc64b729e,1,xUSD,USDC,0.0,770000000000000000,0.0,0,0.0,0,0.0,1000,0.0009998982587226762,supplier
0x594c5eE5a326295FF6212C31BB3311747D3bD562,0xc05394d0261ed1c3c1af310007fdc4e64b3bcf650822b70526763fefc64b729e,1,xUSD,USDC,0.0,770000000000000000,0.0,0,0.0,0,0.0,100000,0.09998982587226761,supplier
0x2D9C7Df48725B94A9DE6b2F3174fA4337Fd5551c,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.15694406387873255,915000000000000000,1.26672304e+36,644312000000,0.0,4758324871853,4757902.962509292,0,0.0,borrower
0x0DaE028Df0CCe6aCE68996d1e2B33426AE6c027b,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.3433851982679817,915000000000000000,1.26672304e+36,2000000,0.0,6750737,6.750138428213935,0,0.0,borrower
0x351aE3Dc26017A6ca512De190Edc60cAE71DDbb3,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.19025394254012526,915000000000000000,1.26672304e+36,812208,0.0,4948076,4.947637265875281,5490857,5.490370138775586,borrower
0x6539519E69343535a2aF6583D9BAE3AD74c6A293,0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.2576803244229245,915000000000000000,1.2668433647827871e+36,801180,0.0,3604067,3.6037474359551727,3596672,3.596353091652226,borrower
0x000000000000000000000000000000000000dEaD,0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.0,915000000000000000,1.2668433647827871e+36,0,0.0,0,0.0,7193,0.007192362213806113,supplier
0xa53Cf822FE93002aEaE16d395CD823Ece161a6AC,0x7c03103c24ccfa9188bf41a8d44423cf5492645805eb1d23d9f862717d3fe5ab,42161,xUSD,USDC,0.0,915000000000000000,1.2668433647827871e+36,0,0.0,0,0.0,2112,0.0021118127339856125,supplier
0x000000000000000000000000000000000000dEaD,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,6851,0.006850392538132307,supplier
0x3014ED70B39be395e1a5Eb8ab4c4b8a5378E6522,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,246374136097,246352.2906886122,supplier
0x76B2406D29F1A2Be4DB638aBBD5c7Cab2eE2D8FE,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,8292322634,8291.587373484052,supplier
0x8d4D699abf3044306008C6bEA8E78632f999C281,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,1361306244,1361.185540214643,supplier
0xa60643c90A542A95026C0F1dbdB0615fF42019Cf,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,4222850815027,4222476.384893722,supplier
0xd52929B69680A6f74D2eB9c8F1ef482f37b1b32B,0x9e90aec7d768403dacc9dd0d8320307fda3f980eed4df43e3e52168a1c667709,42161,xUSD,USDC,0.0,915000000000000000,1.26672304e+36,0,0.0,0,0.0,279452492954,279427.71456642135,supplier
